id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12622,F,1.5125,1.1875,0.4375,32.375129,14.5432935,7.64019025,8.6465975,12.0
12623,M,1.375,1.1125,0.3375,22.66542525,8.57572375,4.7910655,7.087375,15.0
12624,M,1.25,0.9625,0.3625,21.035329,9.6671795,4.479221,5.386405,10.0
12625,F,1.1125,0.95,0.35,13.22504175,5.329706,3.231843,4.3941725,14.0
12626,I,0.8375,0.625,0.2125,4.86193925,1.70097,0.9922325,1.2757275,6.0
12627,M,1.4375,1.125,0.4375,24.94756,10.035723,5.11708475,7.37087,10.0
12628,F,1.25,0.9875,0.3125,15.43630275,6.19436575,3.6003865,4.6776675,9.0
12629,I,1.25,0.9875,0.325,16.31513725,5.74077375,3.0333965,5.386405,13.0
12630,I,1.4125,1.1,0.3625,22.792998,9.355335,5.0745605,6.80388,8.0
12631,I,1.1625,0.9,0.2625,14.61416725,6.98815175,2.90582375,3.685435,8.0
12632,M,1.5,1.2375,0.4,34.2178465,14.69921575,7.767763,9.7805775,11.0
12633,M,1.45,1.175,0.3875,29.8520235,12.530479,5.726599,9.1568885,9.0
12634,M,1.425,1.125,0.3875,24.7491135,10.149121,5.2446575,6.59125875,11.0
12635,M,1.55,1.2125,0.375,34.6147395,14.47241975,6.973977,9.2135875,9.0
12636,I,1.2,0.95,0.3375,14.69921575,6.2652395,3.35941575,4.6776675,8.0
12637,I,0.875,0.575,0.1875,3.64291075,1.360776,0.8788345,1.00640725,5.0
12638,M,1.425,1.1625,0.375,23.0481435,11.35397475,5.499803,6.3219385,9.0
12639,M,1.4625,1.1875,0.3625,27.499015,11.396499,5.71242425,8.221355,11.0
12640,I,0.6375,0.4875,0.175,2.08368825,0.89300925,0.56699,0.7087375,5.0
12641,M,1.4625,1.15,0.375,24.87668625,12.00601325,5.4714535,6.27941425,10.0
12642,M,1.3,1.0625,0.375,23.8986285,8.051258,5.216308,7.2291225,13.0
12643,F,1.425,1.15,0.4,29.48348,12.82814875,7.597666,8.50485,10.0
12644,I,1.3125,1.0,0.35,20.36911575,9.85145125,4.15320175,6.3786375,9.0
12645,F,0.875,0.6625,0.2125,6.0384435,2.721552,1.14815475,1.984465,8.0
12646,M,1.675,1.3125,0.4375,38.6403685,17.08057375,9.979024,10.19164525,12.0
12647,M,1.375,1.0625,0.375,22.1409595,9.31281075,4.77689075,6.0951425,8.0
12648,M,1.4125,1.1125,0.35,26.12406425,12.37455675,5.3580555,7.37087,9.0
12649,M,1.3625,1.15,0.3875,27.045423,12.1619355,4.63514325,7.5126175,11.0
12650,I,1.1875,0.9375,0.3125,15.35125425,6.05261825,3.41611475,4.819415,8.0
12651,M,1.7375,1.3375,0.5,50.81647875,25.47202575,11.38232425,11.056305,9.0
12652,F,1.45,1.175,0.375,28.859791,13.1825175,5.71242425,7.5126175,9.0
12653,I,1.175,0.8875,0.3125,14.81261375,6.33611325,2.96252275,4.53592,8.0
12654,I,1.075,0.8125,0.2875,10.24834425,4.46504625,2.25378525,3.118445,7.0
12655,I,0.925,0.675,0.225,6.066793,2.721552,1.37495075,1.984465,8.0
12656,F,1.75,1.425,0.475,51.7378375,20.2131935,11.15552825,14.21727425,23.0
12657,M,0.875,0.65,0.2375,5.443104,2.2396105,0.92135875,1.8994165,8.0
12658,M,1.15,0.8875,0.3125,13.1258185,5.85417175,3.01922175,4.1106775,9.0
12659,I,1.15,0.9,0.2875,14.3731965,6.78970525,2.99087225,4.6776675,6.0
12660,F,1.5,1.1875,0.3875,29.95124675,13.11164375,7.314171,8.6465975,10.0
12661,M,1.1375,0.875,0.3125,16.386011,7.15824875,3.4869885,4.1106775,7.0
12662,M,1.3125,1.0625,0.3625,21.999212,7.427569,4.77689075,6.23689,10.0
12663,M,1.35,1.05,0.35,21.8007655,9.79475225,5.45727875,6.0951425,8.0
12664,M,1.5125,1.2125,0.4625,38.42774725,18.61144675,8.4198015,9.922325,13.0
12665,F,1.3125,1.025,0.3625,19.66037825,7.37087,4.23825025,6.6621325,11.0
12666,I,1.5,1.2,0.3625,27.62658775,12.3887315,5.8683465,7.72523875,9.0
12667,M,1.575,1.1625,0.3625,27.895908,13.4660125,5.03203625,7.7961125,10.0
12668,F,1.3,1.025,0.3125,19.91552375,8.34892775,3.95475525,6.0951425,9.0
12669,M,1.2125,0.975,0.3875,16.40018575,6.78970525,3.86970675,5.6699,14.0
12670,F,1.4125,1.1,0.3625,23.88445375,10.0073735,5.99591925,6.80388,9.0
12671,I,0.8,0.625,0.2,4.3941725,1.68679525,1.00640725,1.70097,7.0
12672,I,1.175,0.925,0.2875,14.72756525,6.350288,3.10427025,3.75630875,7.0
12673,M,1.45,1.15,0.35,22.9914445,10.5176645,4.57844425,6.6621325,10.0
12674,I,1.2,0.9625,0.2875,15.74814725,6.0384435,3.04757125,4.819415,8.0
12675,M,1.6375,1.3375,0.4125,38.385223,18.10115575,8.29222875,10.3475675,11.0
12676,I,0.9625,0.7625,0.2625,9.979024,4.57844425,2.11203775,2.83495,7.0
12677,F,1.4375,1.125,0.4375,28.576296,11.4248485,6.7755305,9.07184,11.0
12678,M,1.45,1.1125,0.375,26.18076325,11.7083435,5.40057975,7.087375,9.0
12679,F,1.6375,1.275,0.475,44.9906565,20.05727125,7.0023265,10.3475675,11.0
12680,F,1.75,1.375,0.5125,49.59745025,21.36134825,11.60912025,13.60776,15.0
12681,F,1.3125,1.0625,0.3125,19.901349,8.66077225,4.706017,5.386405,10.0
12682,F,1.5375,1.1875,0.425,32.78619675,16.96717575,6.81805475,8.3631025,10.0
12683,F,1.5375,1.1875,0.475,31.25532375,11.963489,6.2652395,10.3475675,12.0
12684,I,0.7,0.525,0.1875,2.8632995,1.26155275,0.58116475,0.850485,7.0
12685,M,1.5625,1.2125,0.425,31.65221675,13.380964,7.98038425,9.7805775,11.0
12686,F,1.225,0.95,0.3125,18.10115575,7.47009325,4.63514325,5.2446575,11.0
12687,F,1.4,1.1,0.3625,23.85610425,9.82310175,5.046211,6.7755305,10.0
12688,F,1.0,0.7875,0.2125,8.71747125,3.685435,1.51669825,2.551455,6.0
12689,I,0.8875,0.65,0.2125,6.10931725,2.65067825,1.48834875,2.4097075,7.0
12690,M,1.4,1.175,0.3625,26.43590875,12.28950825,5.613201,7.654365,9.0
12691,M,1.7125,1.3,0.4375,41.39027,18.0586315,6.90310325,11.3398,10.0
12692,M,1.4625,1.125,0.4625,26.1098895,11.35397475,5.54232725,8.3631025,9.0
12693,M,1.425,1.1125,0.35,24.45144375,10.77281,5.62737575,6.19436575,9.0
12694,F,1.6125,1.3125,0.475,36.61337925,16.31513725,8.731646,10.489315,13.0
12695,I,1.3125,1.0125,0.325,19.15008725,9.14271375,3.9405805,5.953395,8.0
12696,F,1.65,1.3125,0.45,46.67745175,26.26581175,10.6310625,11.623295,10.0
12697,M,0.6875,0.575,0.1875,4.309124,1.68679525,0.86465975,1.304077,7.0
12698,I,1.2625,0.9625,0.35,17.463292,7.04485075,3.04757125,5.953395,10.0
12699,F,1.6125,1.275,0.475,36.32988425,16.20173925,8.60407325,11.056305,12.0
12700,M,1.4375,1.1125,0.3875,27.22969475,12.47378,6.22271525,8.0796075,10.0
12701,F,1.3625,1.0625,0.425,23.85610425,8.32057825,4.40834725,6.9456275,17.0
12702,I,0.675,0.5125,0.125,2.721552,1.0489315,0.52446575,0.850485,6.0
12703,I,1.1625,0.925,0.275,12.68640125,5.5281525,2.721552,3.2601925,6.0
12704,I,1.2125,0.8375,0.3125,14.38737125,5.8116475,4.025629,4.819415,8.0
12705,F,1.1625,0.8875,0.2875,13.8062065,5.443104,2.8066005,3.96893,13.0
12706,M,1.5625,1.2,0.375,32.601925,15.37960375,5.386405,8.7599955,13.0
12707,M,1.3125,0.9875,0.3125,18.07280625,8.731646,3.98310475,4.819415,9.0
12708,F,1.475,1.1625,0.375,29.426781,12.77144975,6.25106475,8.9300925,9.0
12709,F,1.15,0.875,0.3,14.55746825,4.9611625,2.99087225,4.3941725,10.0
12710,F,1.6,1.3125,0.5125,40.61065875,17.98775775,7.95203475,13.04077,11.0
12711,M,1.8375,1.4125,0.575,59.6189985,28.803092,13.39513875,24.53649225,11.0
12712,F,1.45,1.05,0.45,43.0628905,23.40251225,10.999606,11.1980525,9.0
12713,I,0.9,0.6625,0.2375,6.42116175,2.67902775,1.3891255,1.70097,6.0
12714,F,1.625,1.3125,0.4375,42.297454,17.19397175,10.886208,10.77281,13.0
12715,F,1.4125,1.1,0.375,26.26581175,11.3398,5.23048275,7.654365,16.0
12716,F,1.2875,1.0,0.35,18.07280625,7.75358825,4.082328,5.2446575,9.0
12717,F,1.525,1.175,0.3875,24.720764,11.26892625,5.3013565,7.83863675,9.0
12718,I,1.4125,1.0625,0.325,23.09066775,11.38232425,5.556502,7.2291225,8.0
12719,M,1.425,1.1625,0.3875,25.69882175,9.695529,6.0951425,7.087375,10.0
12720,M,1.375,1.0875,0.3375,25.3728025,10.092422,5.91087075,6.6621325,14.0
12721,I,1.0125,0.75,0.2125,8.561549,3.912231,1.7293195,2.4097075,7.0
12722,M,1.475,1.1375,0.5,38.20095125,18.21455375,8.63242275,9.79475225,10.0
12723,I,1.1375,0.8875,0.2875,15.762322,6.066793,2.14038725,4.9611625,10.0
12724,F,1.175,0.8875,0.3125,14.5999925,4.9611625,3.61456125,4.9611625,12.0
12725,M,1.25,0.9875,0.325,17.7184375,8.6465975,3.72795925,5.0178615,10.0
12726,M,1.25,0.9875,0.275,17.6050395,7.654365,3.9405805,4.082328,9.0
12727,F,1.5125,1.15,0.4125,29.540179,13.73533275,6.690482,8.20718025,9.0
12728,F,1.375,1.075,0.3625,22.2543575,7.24329725,5.896696,7.7961125,19.0
12729,F,1.8,1.4125,0.475,50.008518,23.530085,9.241937,11.4815475,10.0
12730,F,1.5625,1.25,0.4125,30.51823675,14.78426425,5.4714535,8.6465975,10.0
12731,M,0.925,0.6875,0.2125,6.8889285,2.70737725,1.45999925,2.1262125,6.0
12732,F,1.3875,1.075,0.4,27.8675585,13.19669225,6.010094,7.087375,9.0
12733,F,1.625,1.3125,0.4375,36.117263,16.0741665,7.9095105,11.623295,14.0
12734,F,1.5,1.175,0.4,28.98736375,13.11164375,5.62737575,7.087375,12.0
12735,F,1.5,1.2,0.4125,31.808139,11.60912025,7.41339425,10.0640725,15.0
12736,M,1.7,1.375,0.4375,50.6605565,19.06503875,9.241937,13.04077,12.0
12737,I,1.0125,0.775,0.2375,8.9300925,3.7137845,2.08368825,2.83495,8.0
12738,M,1.375,1.1,0.35,26.23746225,10.21999475,6.59125875,8.3631025,12.0
12739,M,1.4,1.1,0.4125,24.73493875,8.15048125,4.3374735,7.7961125,15.0
12740,I,1.2125,0.975,0.3125,15.4504775,6.67630725,3.01922175,3.8271825,8.0
12741,F,1.5,1.0875,0.375,24.67823975,10.47514025,5.386405,6.9456275,9.0
12742,I,0.9875,0.7,0.3,8.9300925,3.7137845,1.7293195,2.6932025,7.0
12743,I,1.45,1.1,0.35,23.9553275,10.90038275,4.989512,7.93786,11.0
12744,I,1.1875,0.9125,0.3125,14.571643,6.56290925,2.96252275,4.1106775,8.0
12745,I,0.7,0.5125,0.1625,2.42388225,1.28990225,0.623689,0.9922325,5.0
12746,M,1.175,0.8875,0.35,13.53688625,5.96756975,3.3735905,4.9611625,9.0
12747,F,1.5625,1.2375,0.4,38.612019,17.67591325,8.051258,9.922325,11.0
12748,F,1.35,1.0375,0.3875,27.14464625,8.74582075,5.2446575,8.788345,12.0
12749,M,1.6875,1.3125,0.4375,38.803092,19.94387325,8.3064035,11.60912025,10.0
12750,M,1.575,1.2375,0.375,35.096681,15.4504775,9.39785925,8.788345,11.0
12751,M,1.5625,1.2,0.4125,33.92017675,14.81261375,7.200773,9.7805775,12.0
12752,M,1.35,1.0375,0.325,24.040376,10.3475675,4.66349275,6.3786375,12.0
12753,F,1.0875,0.8125,0.3,12.34620725,5.88252125,2.36718325,3.5436875,7.0
12754,F,1.475,1.1875,0.3875,31.70891575,10.8578585,8.34892775,9.62465525,18.0
12755,I,1.3125,1.0625,0.375,18.75319425,7.767763,4.60679375,5.386405,9.0
12756,F,1.625,1.275,0.4875,42.2691045,17.916884,9.68135425,14.2597985,12.0
12757,F,1.4375,1.175,0.35,28.2644515,13.08329425,6.59125875,7.44174375,9.0
12758,M,1.3,1.0625,0.3625,24.73493875,10.19164525,5.7549485,8.0796075,9.0
12759,M,1.2,0.925,0.2875,15.8473705,6.917278,2.87747425,3.96893,9.0
12760,I,1.2375,0.95,0.3375,16.839603,8.77417025,2.721552,4.9611625,8.0
12761,M,1.375,1.0625,0.375,24.28134675,9.79475225,5.79747275,6.80388,8.0
12762,M,1.2125,0.975,0.3125,18.6256215,8.60407325,3.72795925,4.9611625,9.0
12763,F,1.475,1.25,0.4375,31.22697425,10.9712565,6.350288,9.4970825,14.0
12764,I,0.8375,0.65,0.225,5.556502,2.6932025,1.06310625,1.7293195,5.0
12765,M,1.325,1.05,0.375,21.21960075,8.51902475,5.68407475,7.2291225,10.0
12766,F,1.6625,1.3125,0.4375,36.0322145,14.04717725,8.68912175,11.1980525,10.0
12767,F,1.5,1.25,0.425,29.48348,12.48795475,6.08096775,9.355335,10.0
12768,I,1.3875,1.05,0.3875,22.55202725,10.262519,5.7549485,6.520385,9.0
12769,M,1.1,0.825,0.25,9.73805325,3.95475525,2.56562975,3.40194,7.0
12770,F,1.425,1.125,0.425,31.1561005,10.149121,6.2085405,9.07184,14.0
12771,F,1.4625,1.15,0.4,30.277266,12.643877,7.27164675,9.79475225,10.0
12772,F,1.425,1.1375,0.375,25.7129965,10.19164525,5.40057975,8.3631025,9.0
12773,I,1.2875,0.9875,0.3125,18.6256215,8.03708325,3.798833,4.819415,8.0
12774,I,1.0125,0.775,0.3125,10.3475675,4.15320175,2.494756,3.118445,8.0
12775,I,1.15,0.8375,0.2375,9.93649975,4.706017,2.59397925,3.118445,8.0
12776,M,1.5,1.1125,0.3625,28.42037375,13.097469,6.010094,7.087375,9.0
12777,I,1.1875,0.9125,0.325,13.777857,5.499803,3.13261975,3.2601925,8.0
12778,M,1.55,1.2,0.4375,35.6920205,12.133586,7.01650125,11.623295,15.0
12779,F,1.5625,1.25,0.45,31.2694985,11.679994,6.22271525,10.20582,14.0
12780,M,1.625,1.2875,0.475,41.23434775,18.86659225,9.82310175,10.44679075,11.0
12781,M,1.4,1.1,0.35,27.8108595,13.65028425,4.89028875,6.6621325,8.0
12782,F,1.7375,1.3125,0.4375,49.384829,21.262125,9.82310175,11.7650425,11.0
12783,I,1.4125,1.125,0.3875,27.45649075,9.4403835,5.8683465,8.17883075,10.0
12784,M,1.45,1.125,0.3625,22.75047375,10.489315,4.6776675,6.690482,12.0
12785,M,1.275,1.0,0.2875,16.896302,8.34892775,3.7704835,3.96893,8.0
12786,M,1.775,1.3625,0.475,50.2636635,23.31746375,10.36174225,13.324265,11.0
12787,F,1.3,0.95,0.4,18.46969925,5.71242425,4.025629,7.37087,14.0
12788,M,0.9,0.6875,0.2375,6.577084,2.551455,1.23320325,2.1262125,10.0
12789,F,1.2625,0.9625,0.3,17.53416575,7.15824875,3.3735905,5.2446575,8.0
12790,I,1.0,0.725,0.2375,7.58349125,3.345241,1.8994165,2.16873675,7.0
12791,M,1.4125,1.1,0.375,26.94619975,10.4609655,6.84640425,7.654365,18.0
12792,M,1.425,1.1625,0.4125,31.3828965,15.46465225,6.80388,7.654365,12.0
12793,M,0.9,0.675,0.225,6.30776375,2.6932025,1.5025235,2.551455,10.0
12794,M,1.425,1.1625,0.4125,28.91649,10.56018875,6.350288,8.50485,13.0
12795,F,1.4125,1.1,0.4125,26.988724,12.74310025,5.8683465,7.7961125,11.0
12796,I,1.1125,0.875,0.3125,14.69921575,7.0590255,2.96252275,3.7137845,7.0
12797,F,1.6875,1.3125,0.5375,47.86813075,21.98503725,11.793392,12.8990225,12.0
12798,F,1.5875,1.2625,0.475,38.838815,16.40018575,8.66077225,10.20582,10.0
12799,I,1.225,0.925,0.3125,14.81261375,7.01650125,2.93417325,4.025629,11.0
12800,M,1.4375,1.1875,0.3625,28.066005,11.679994,6.22271525,8.0796075,16.0
12801,M,1.175,0.9375,0.35,16.51358375,6.123492,3.8838815,5.216308,11.0
12802,F,1.525,1.175,0.375,34.06192425,15.8473705,5.1879585,8.788345,11.0
12803,I,1.0625,0.775,0.25,8.561549,3.912231,1.7293195,2.4664065,7.0
12804,M,1.4375,1.075,0.4,23.57260925,11.736693,5.3013565,6.3786375,8.0
12805,F,1.425,1.1125,0.3875,29.766975,12.20445975,6.44951125,8.0796075,10.0
12806,F,1.4375,1.125,0.4,30.71668325,12.643877,7.597666,8.50485,10.0
12807,F,1.6375,1.2625,0.475,43.318036,14.21727425,10.20582,12.190285,17.0
12808,F,1.5,1.225,0.375,27.499015,12.40290625,6.30776375,8.3631025,11.0
12809,M,1.15,0.9,0.2875,13.154168,5.99591925,2.494756,4.309124,10.0
12810,M,1.3,1.05,0.3375,17.02387475,7.3992195,4.06815325,6.23689,9.0
12811,M,0.775,0.6,0.225,4.819415,2.1829115,1.077281,1.360776,5.0
12812,I,0.525,0.375,0.1375,1.190679,0.5386405,0.35436875,0.2551455,4.0
12813,I,0.425,0.325,0.1625,0.8221355,0.3685435,0.21262125,0.283495,5.0
12814,I,0.675,0.5,0.175,2.83495,1.5025235,0.52446575,0.9922325,5.0
12815,F,1.325,1.0375,0.2875,18.75319425,8.3064035,4.309124,5.953395,10.0
12816,M,1.7125,1.4,0.45,47.18774275,21.98503725,10.19164525,12.8423235,11.0
12817,M,1.325,0.9875,0.3375,18.540573,8.4198015,3.92640575,4.7343665,9.0
12818,F,1.425,1.075,0.3625,23.019794,9.87980075,6.59125875,6.80388,16.0
12819,I,0.85,0.65,0.2125,5.57067675,2.59397925,1.20485375,1.5592225,7.0
12820,I,1.3125,1.0375,0.35,20.638436,8.63242275,4.706017,6.6621325,9.0
12821,I,1.4375,1.125,0.35,23.6151335,10.64523725,5.556502,7.087375,8.0
12822,F,1.7625,1.3875,0.4875,49.8100715,21.92833825,10.56018875,16.44271,15.0
12823,M,1.2125,0.9125,0.4125,20.96445525,7.0590255,3.95475525,7.654365,13.0
12824,M,1.4125,1.075,0.3625,21.885814,10.16329575,4.63514325,5.85417175,10.0
12825,F,1.45,1.15,0.45,28.8314415,11.94931425,5.386405,10.0640725,17.0
12826,I,1.2125,0.8875,0.3,14.628342,6.577084,3.4869885,5.2446575,8.0
12827,I,1.0,0.7875,0.25,8.8166945,3.061746,1.984465,2.50893075,6.0
12828,M,1.6375,1.2875,0.475,40.44056175,16.74037975,9.76640275,10.9145575,10.0
12829,M,1.225,0.95,0.3625,17.42076775,7.0023265,3.4869885,4.9611625,12.0
12830,M,1.575,1.2,0.375,29.18581025,12.0485375,7.66853975,9.6671795,13.0
12831,I,1.3625,1.1,0.4,23.3316385,9.525432,4.3374735,8.50485,17.0
12832,I,0.9125,0.675,0.275,6.0384435,2.721552,1.68679525,2.1262125,6.0
12833,F,1.225,0.9375,0.3875,17.2648455,6.98815175,3.6003865,8.0796075,11.0
12834,I,1.2125,0.8875,0.3,14.92601175,6.13766675,3.061746,4.1106775,8.0
12835,M,1.5875,1.2625,0.4625,36.514156,16.6411565,8.29222875,10.3475675,11.0
12836,M,1.6125,1.2625,0.4125,37.931631,16.159215,8.9300925,9.922325,10.0
12837,I,0.8375,0.6125,0.225,4.762716,1.644271,1.020582,1.417475,6.0
12838,F,1.5125,1.1875,0.4,29.44095575,12.54465375,6.2652395,8.46232575,10.0
12839,M,1.55,1.2625,0.4875,39.2073585,12.48795475,8.391452,12.8990225,14.0
12840,I,0.9875,0.775,0.2375,8.8733935,3.912231,1.74349425,2.4097075,7.0
12841,M,1.2,0.975,0.375,19.1926115,6.123492,3.4869885,5.5281525,13.0
12842,F,1.3,1.0625,0.3875,24.9192105,8.20718025,5.68407475,7.2291225,15.0
12843,F,1.4,1.1,0.4375,25.8263945,11.4248485,5.6699,8.0796075,11.0
12844,I,1.0,0.8125,0.225,10.21999475,3.04757125,1.7860185,3.5436875,7.0
12845,M,1.4125,1.1125,0.35,23.09066775,11.77921725,5.0745605,5.6699,8.0
12846,I,1.2875,0.9375,0.3,15.6772735,8.94426725,2.99087225,4.32329875,8.0
12847,I,0.4375,0.3125,0.1,0.66621325,0.226796,0.09922325,0.226796,4.0
12848,I,1.25,0.9125,0.2875,15.43630275,7.0590255,2.5231055,3.9972795,7.0
12849,I,0.875,0.675,0.2,5.5848515,2.3530085,1.03475675,1.7860185,7.0
12850,F,1.525,1.2,0.3875,32.601925,12.303683,7.35669525,8.0796075,10.0
12851,I,1.2125,0.9375,0.3,15.26620575,7.824462,3.07592075,4.3941725,7.0
12852,I,1.25,0.9375,0.3,16.76872925,8.164656,3.1467945,4.876114,9.0
12853,F,1.1,0.875,0.325,12.34620725,5.14543425,2.721552,4.3941725,9.0
12854,M,1.525,1.2375,0.4,32.10580875,15.1669825,6.87475375,8.9300925,9.0
12855,M,1.425,1.0875,0.375,27.555714,13.60776,6.87475375,7.5126175,10.0
12856,I,0.9875,0.7,0.2375,7.10154975,3.061746,1.51669825,2.1262125,7.0
12857,F,1.5375,1.15,0.3875,28.90231525,11.736693,6.747181,11.4815475,20.0
12858,F,1.55,1.2,0.4375,41.730464,18.92329125,9.99319875,11.623295,8.0
12859,F,1.5625,1.175,0.475,38.498621,13.87708025,8.221355,15.06775925,16.0
12860,M,1.4625,1.125,0.375,26.988724,12.927372,7.29999625,7.5126175,9.0
12861,F,1.65,1.3375,0.475,37.57726225,15.1669825,9.355335,12.8990225,12.0
12862,M,1.7,1.3375,0.45,43.3463855,20.19901875,11.396499,10.999606,12.0
12863,F,1.3125,1.0,0.325,17.633389,6.0384435,5.71242425,5.386405,13.0
12864,I,1.2375,0.9875,0.3125,14.81261375,6.76135575,3.07592075,4.819415,9.0
12865,F,1.4,1.1125,0.3375,24.08290025,11.679994,5.0178615,6.9456275,13.0
12866,I,0.7,0.525,0.1625,3.16096925,1.0489315,0.80796075,0.850485,6.0
12867,I,1.35,1.05,0.35,21.87163925,11.793392,4.53592,5.10291,8.0
12868,F,1.25,1.0,0.3375,20.11397025,6.42116175,4.422522,6.6621325,13.0
12869,M,1.5625,1.2125,0.3875,34.03357475,16.44271,8.12213175,8.50485,10.0
12870,M,1.425,1.0625,0.35,21.87163925,9.3269855,4.5075705,7.2291225,10.0
12871,M,1.1125,0.875,0.3625,11.169703,4.46504625,2.3530085,4.819415,11.0
12872,M,1.6125,1.25,0.425,41.23434775,20.00057225,9.8939755,10.77281,9.0
12873,M,1.4375,1.175,0.3875,24.13959925,8.788345,4.3941725,6.80388,13.0
12874,I,0.6375,0.45,0.15,2.48058125,0.97805775,0.623689,0.7087375,5.0
12875,I,1.025,0.75,0.2375,7.93786,3.515338,1.9561155,2.551455,7.0
12876,M,1.5125,1.2,0.3875,29.49765475,12.0485375,6.56290925,8.50485,11.0
12877,F,1.425,1.1375,0.4125,28.8314415,11.8784405,5.8683465,7.5126175,9.0
12878,I,1.1,0.875,0.3125,14.628342,7.0590255,3.572037,4.53592,8.0
12879,F,1.525,1.175,0.4125,29.69610125,12.643877,8.0229085,9.63883,10.0
12880,M,1.5625,1.225,0.4,33.26813825,14.13222575,7.52679225,8.9300925,13.0
12881,M,1.45,1.175,0.45,26.68523,11.69416875,5.51397775,8.3631025,14.0
12882,M,1.4,1.075,0.3625,23.0481435,10.33339275,5.726599,6.6621325,11.0
12883,I,0.8125,0.625,0.2,5.34388075,2.59397925,1.5592225,1.5592225,6.0
12884,M,1.4625,1.1125,0.375,27.68328675,13.73533275,6.2085405,6.6621325,9.0
12885,F,1.225,0.9625,0.3,15.71979775,7.6260155,2.9199985,4.89028875,11.0
12886,I,1.0375,0.7625,0.2375,8.50485,3.40194,1.587572,2.6932025,7.0
12887,I,1.4125,1.1,0.35,24.13959925,9.241937,5.74077375,7.087375,14.0
12888,M,1.25,0.9375,0.3375,15.4504775,6.747181,3.685435,4.6776675,10.0
12889,I,1.0625,0.8125,0.3,10.21999475,4.46504625,2.08368825,2.9766975,7.0
12890,M,1.525,1.225,0.4125,29.48348,12.984071,6.81805475,8.60407325,10.0
12891,F,1.375,1.025,0.375,24.8058125,12.51630425,6.02426875,6.9456275,10.0
12892,F,1.5625,1.25,0.425,36.0889135,16.726205,7.0023265,10.489315,10.0
12893,F,1.375,1.0625,0.325,24.6357155,12.62970225,5.23048275,5.5281525,9.0
12894,F,1.5,1.2,0.4125,32.0065855,14.911837,6.4920355,8.50485,10.0
12895,I,0.6375,0.4625,0.15,2.1262125,0.8788345,0.510291,0.7087375,5.0
12896,M,1.55,1.225,0.375,30.43318825,14.04717725,6.42116175,8.6465975,10.0
12897,M,1.4375,1.2,0.4375,31.22697425,9.865626,6.64795775,9.4970825,27.0
12898,M,1.3875,1.1125,0.35,23.48756075,11.77921725,5.23048275,6.520385,8.0
12899,I,1.3125,1.0125,0.3375,19.731252,7.5126175,3.72795925,6.23689,10.0
12900,I,0.925,0.6875,0.25,6.30776375,2.65067825,1.31825175,2.1262125,7.0
12901,F,1.5125,1.1875,0.4125,36.117263,12.23280925,8.3064035,10.77281,16.0
12902,I,0.9625,0.75,0.225,8.618248,4.97533725,1.43164975,2.26796,7.0
12903,I,0.8,0.5875,0.2,3.67126025,1.54504775,0.55281525,1.00640725,5.0
12904,F,1.525,1.1625,0.45,33.83512825,14.75591475,6.690482,9.4970825,11.0
12905,M,1.2125,0.975,0.3,16.3576615,6.27941425,3.55786225,4.53592,8.0
12906,I,1.45,1.15,0.4375,29.8520235,15.025235,6.1518415,7.5126175,9.0
12907,M,1.625,1.2375,0.4625,37.52056325,16.34348675,7.35669525,10.3475675,12.0
12908,I,0.925,0.7,0.2125,6.0384435,2.9766975,1.17650425,1.984465,6.0
12909,M,1.3125,0.975,0.325,17.84601025,7.824462,4.03980375,5.443104,9.0
12910,F,1.5375,1.1875,0.4125,32.601925,15.025235,8.2497045,8.9300925,10.0
12911,I,1.25,0.9375,0.35,17.50581625,8.09378225,3.6570855,4.9611625,7.0
12912,F,1.5125,1.225,0.375,33.52328375,13.324265,6.67630725,9.07184,15.0
12913,M,1.2625,0.975,0.4125,21.8007655,10.432616,4.37999775,5.953395,9.0
12914,F,1.5625,1.225,0.425,35.62114675,16.726205,8.66077225,10.3475675,13.0
12915,F,1.5,1.25,0.375,32.16250775,14.92601175,7.52679225,8.9300925,10.0
12916,M,1.2375,0.95,0.35,15.195332,6.9456275,3.50116325,4.3941725,9.0
12917,I,1.4375,1.125,0.375,23.48756075,10.21999475,5.953395,6.23689,10.0
12918,M,1.0125,0.775,0.25,8.901743,3.515338,1.7293195,2.6932025,10.0
12919,M,1.55,1.225,0.45,33.0838665,13.6361095,8.6465975,9.63883,10.0
12920,M,1.8375,1.4,0.475,55.46579675,25.7696955,13.67863375,14.13222575,13.0
12921,M,1.7375,1.3375,0.475,45.88366575,20.70930975,9.36950975,13.04077,12.0
12922,I,1.0875,0.875,0.3,11.6516445,6.2652395,2.608154,3.8271825,7.0
12923,F,1.5375,1.25,0.425,32.81454625,13.99047825,6.39281225,10.20582,12.0
12924,F,1.425,1.0875,0.3625,26.01066625,10.77281,4.94698775,7.5126175,11.0
12925,M,1.1,0.85,0.2625,11.55242125,4.649318,2.87747425,3.40194,8.0
12926,F,1.3125,1.025,0.3875,21.829115,8.561549,4.309124,8.221355,11.0
12927,M,1.2875,1.0,0.3875,18.75319425,8.66077225,4.2240755,6.23689,9.0
12928,F,1.6125,1.25,0.3875,34.60056475,17.56251525,7.3992195,9.07184,11.0
12929,F,1.5125,1.25,0.375,34.8415355,14.35902175,8.3631025,10.0640725,11.0
